created_at,text
2021-12-03 6:57:58,"Great thread! As someone whose 1st vote was Obama in 08, I really don't have much context for that time. I voted bu… https://t.co/VcagyihCVV"
2021-12-03 6:57:58,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:57:51,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:57:50,@LemusElijah @AnimationNoCont Obama to the rescue
2021-12-03 6:57:42,"RT @larryelder: .@KamalaHarris said under Obama ""just 2"" died from H1N1. But Biden aide Ron Klain admits: ""It is purely a fortuity that thi…"
2021-12-03 6:57:36,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:57:36,RT @TrumpJew2: Here’s a video of Obama laughing about Biden’s cognitive decline in 2014 https://t.co/LjzD8uSyye
2021-12-03 6:57:14,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:57:12,"It was Jay Carney, Amazon’s global head of corporate affairs, who brokered the deal. Carney, you may recall, was Ob… https://t.co/lwCm6INx53"
2021-12-03 6:57:06,"@brutal_regime good thing she lost, remember thinking obama primarying her was good too. choices"
2021-12-03 6:57:05,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:56:57,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:56:53,"@MisterPesh Them too! The type to call us ""sassy"" lol... Drag Race hasn't been good/relevant since Obama was president"
2021-12-03 6:56:52,"RT @Thorongil16: Ok, it really has to be said - but Bill Clinton in 1996 is up there with Obama 2008 Wisconsin for absolute god-tier Democr…"
2021-12-03 6:56:52,"@ByWatterson @USA_Polling Wasn't Obama praised for winning ""the youth vote"""
2021-12-03 6:56:49,"I LITERALLY could not breathe, President Obama."
2021-12-03 6:56:43,"@cathwrites @MerkinMuffley5 @janeclarejones https://t.co/3kO5VX188u
This is your allies . Conversion therapy involves physical torture btw"
2021-12-03 6:56:38,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:56:38,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:56:27,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:56:24,"RT @ErikaAndiola: Like the old times under Obama… The same people making excuses for how crappy their President has been on immigration.

“…"
2021-12-03 6:56:20,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:56:15,"RT @Wizarab10: She was a Standford graduate working at a top Law Firm earning $120,000. He was a bright student and President of Harvard La…"
2021-12-03 6:56:01,"@MerkinMuffley5 @janeclarejones https://t.co/3kO5VX188u
Nice allies they got with the whole we support gay conversi… https://t.co/6cyZZLo435"
2021-12-03 6:55:47,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:55:47,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 6:55:46,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:55:46,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:55:43,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:55:34,"RT @CyrusShares: @McFaul The Bush administration froze the 123 agreement in response to the 2008 Russia-Georgia war, nearly froze ties (san…"
2021-12-03 6:55:15,"RT @dilanpcook: questions for those blaming voters
1. why didn’t Dems codify Roe when they had a supermajority in 09-10 after Obama ran on…"
2021-12-03 6:55:14,ACA was almost shot down in the house until they made Obama issue anti choice executive orders to ensure it didn’t… https://t.co/0eO2xiPjDz
2021-12-03 6:55:13,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:55:13,@LibertyLudens Obama movie club.
2021-12-03 6:55:11,"RT @MohammedMahmude: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won…"
2021-12-03 6:55:11,@TomJChicago The attacks on freedom occurred late on Election Night when 4 states shut down vote-counting until eno… https://t.co/LzfgurGWdo
2021-12-03 6:55:10,"@cliff_r_allen - man’s tiring. like we haven’t seen a hundred flicks on Obama, Luther &amp; Mandela."
2021-12-03 6:55:08,RT @Tripolar_B: I still don’t understand why Obama did Flint like that lmaooo
2021-12-03 6:54:50,"RT @DraftTulsi: Some of you hate Obama for all his wars such as Yemen &amp; Libya &amp; Syria 

But then you promote Bernie 5 minutes later 

 But…"
2021-12-03 6:54:40,Barack Obama family life https://t.co/rIGDcJXxTJ
2021-12-03 6:54:39,@SpidahHull @Chicago1Ray Notice how #Qult45 peeps are called “fans”? Real presidents don’t need fans. And Obama was… https://t.co/a4X7dmUOi8
2021-12-03 6:54:35,"RT @KREckertWrites: If you're mad at President Obama for not pushing RBG to retire, delete your damn account.

A president putting that kin…"
2021-12-03 6:54:21,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:54:17,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:54:09,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:54:03,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:53:55,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:53:48,"RT @miles_commodore: ""What the American people don't expect is for one party, be it Republican or Democrat, to change the rules in the midd…"
2021-12-03 6:53:45,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:53:45,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:53:42,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:53:39,@bb_raina @Garysocially @indumathi37 The first Muslim President of USA was Mr Barack Hussain Obama !! 😜🤪👆
2021-12-03 6:53:38,"RT @dilanpcook: questions for those blaming voters
1. why didn’t Dems codify Roe when they had a supermajority in 09-10 after Obama ran on…"
2021-12-03 6:53:34,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:53:28,@prodbychilde if someone wore a obama bikini to the beach i'd marry them
2021-12-03 6:53:26,@loosenyourhold What senseless drama-mongering. It doesn’t matter whether she’d retired OR who Obama would have pic… https://t.co/131AIEFIiq
2021-12-03 6:53:25,"RT @Wizarab10: She was a Standford graduate working at a top Law Firm earning $120,000. He was a bright student and President of Harvard La…"
2021-12-03 6:53:18,@LumpyPumpkinz @kath_krueger He literally could have gone around the republicans and done so legally. Obama choose… https://t.co/OtFlRALVMm
2021-12-03 6:53:17,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:53:15,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:53:06,RT @frijoliz: Benny the bull looking at Obama like he know about his deportation and drone strike record https://t.co/k5jH2BAsvB
2021-12-03 6:53:04,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:52:51,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:52:50,"RT @EagleEyeFlyer: No…
You are running for Governor because George Soros is funding it..
Mark Zuckerberg is buying you votes..
AND..
Barack…"
2021-12-03 6:52:43,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:52:42,RT @mintytaemints: me too obama. me too 😔😔 https://t.co/tHCcoT2zRi
2021-12-03 6:52:36,RT @RachelEveStein: They didn't codify Roe in Congress during Obama admin because there were a significant amount of anti-choice Democrats.…
2021-12-03 6:52:33,@johncarlbaker It would have been handy if Obama was a Dem but we don't get that sort of support in this timeline
2021-12-03 6:52:32,RT @ggreenwald: The reason I quickly built a large readership when I began writing about politics in 2005 was so many Dems loved my work de…
2021-12-03 6:52:02,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 6:52:01,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:51:58,"RT @dilanpcook: questions for those blaming voters
1. why didn’t Dems codify Roe when they had a supermajority in 09-10 after Obama ran on…"
2021-12-03 6:51:57,"RT @Donmel21: NYC hospitals reach $71.5M settlement with victims of perv doctor Robert Hadden
So Maxwell if found guilty could face 100 yea…"
2021-12-03 6:51:56,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:51:48,RT @DotWildly: @Mikevago @pisa_lisa @maagdalene17 @docrocktex26 @XLProfessor @charles_gaba That’s true. What happened with Trump didn’t sta…
2021-12-03 6:51:37,"RT @KREckertWrites: If you're mad at President Obama for not pushing RBG to retire, delete your damn account.

A president putting that kin…"
2021-12-03 6:51:35,still thinking about this michelle obama bag i saw a year ago https://t.co/0MlunT4KaX
2021-12-03 6:51:33,RT @kerpen: More testing extends the panicdemic. Obama had it right in H1N1 when he ended case-based surveillance.
2021-12-03 6:51:31,"I think Obama is trying to get Ryan’s Trump supporter parents to press charges against me, even though they dropped the charges."
2021-12-03 6:51:25,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:51:21,RT @iam4M4A: 🤬 Fuck you! Kids in cages did not start with Trump. This started with Obama and sloppy Joe Biden. America is not a racist coun…
2021-12-03 6:51:19,"RT @justinamash: Trump: https://t.co/pEEPeIHWYy
Obama: https://t.co/hwtzigUPOk

My principles don’t change based on the president or party…"
2021-12-03 6:51:17,Bark Obama the inquisitive greyhound loves to gut my face
2021-12-03 6:51:12,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:51:02,@brutapologist @ComradeLuanne What was RBG's beef with Obama?
2021-12-03 6:50:56,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:50:36,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:50:26,RT @heluvtat: gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:50:26,"RT @miles_commodore: ""What the American people don't expect is for one party, be it Republican or Democrat, to change the rules in the midd…"
2021-12-03 6:50:12,gonna tell my kids this was obama https://t.co/nvx2KPeM8N
2021-12-03 6:50:06,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:50:01,"Some of you hate Obama for all his wars such as Yemen &amp; Libya &amp; Syria 

But then you promote Bernie 5 minutes later… https://t.co/1L4JH1V1WS"
2021-12-03 6:49:34,"@DiscourseDr I’m amazed anyone could still support Hillary Clinton considering her past record 💁🏻‍♀️, as Senator of… https://t.co/ZJ1WoSTyf3"
2021-12-03 6:49:27,"I like how Obama doesn't try, and we're still here in this crap #yaybot"
2021-12-03 6:49:21,@john_staymos30 @ravelesm @TachiMine @tomdog @anastasjoy @Benihime20 Obama's Labor Secretary just joined a union bu… https://t.co/S2XTvbYnA8
2021-12-03 6:49:15,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 6:49:15,@MarkJam92731126 @GOP no  everyone needs affordable health care  which we had before obama care
2021-12-03 6:49:12,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:49:03,RT @RevoltPolitic: RT if you agree that Barack Obama is a war criminal.
2021-12-03 6:49:01,"@Imboonga @MalibuDuke @laurenboebert Obama put in standards for gas vehicles, Trump rolled them back. Everything a… https://t.co/SBGpOoyME9"
2021-12-03 6:48:50,RT @youngsinick: Obama didn’t much with the Supreme Court when he had a chance and allowed Democrats to lose 800 + legislative seats under…
2021-12-03 6:48:48,"RT @bennythebull: Thanks Obama

@BarackObama"
2021-12-03 6:48:48,"@SiobhanBenita Many leaders come and go,

Even obama and Trump left their office,

But no country did Propaganda li… https://t.co/9XdS8EMnvG"
2021-12-03 6:48:48,"""Now I think it’s one of the most useless questions an adult can ask a child—What do you want to be when you grow u… https://t.co/NyPW6bHvDB"
2021-12-03 6:48:46,RT @TheAnything_Bot: Megamind knows what Obama's last name is... https://t.co/yyHkfi7HW8
2021-12-03 6:48:44,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:48:39,@bobdirects @KakeoughKim @RealKTurner What price are you talking about? The abortion rate is the lowest it’s been i… https://t.co/uRbi4miNeo
2021-12-03 6:48:25,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:48:17,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:48:04,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:48:02,"RT @TheOculusOnline: @johncarlbaker It all goes back to that first meeting in January 2009, where Obama summoned the CEOs and top officials…"
2021-12-03 6:47:58,RT @DominofromAZ: @KariLake's husband made one donation to @Obama &amp; now @KariLake is guilt by association of being a @JoeBiden supporter.…
2021-12-03 6:47:45,"RT @KREckertWrites: If you're mad at President Obama for not pushing RBG to retire, delete your damn account.

A president putting that kin…"
2021-12-03 6:47:40,"""If the Message *Resonates💗,
  then the [Real] #American people shall hear It!
  President B. Obama
*… https://t.co/dQ0jILMO7b"
2021-12-03 6:47:38,"RT @EagleEyeFlyer: No…
You are running for Governor because George Soros is funding it..
Mark Zuckerberg is buying you votes..
AND..
Barack…"
2021-12-03 6:47:35,me too obama. me too 😔😔 https://t.co/tHCcoT2zRi
2021-12-03 6:47:31,RT @johncarlbaker: There really is a tragedy/farce relationship with the Biden presidency too. Biden's been better than expected--as others…
2021-12-03 6:47:28,This guy being Pogba
2021-12-03 6:47:17,Watching an old Manchester derby; if this guy went Madrid or had a stable manager he’d be a ballon D’or contender
2021-12-03 6:47:05,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:47:04,"RT @cchukudebelu: Jack Dorsey (@Jack), has done more to advance the cause of freedom of expression, democracy and human rights in Nigeria o…"
2021-12-03 6:47:03,RT @johncarlbaker: Seems undeniable to me that the real opportunity to reform what passes for American democracy was the early months of th…
2021-12-03 6:46:38,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:46:26,"@zero132132 @robsaker @BadEconTakes True, but that was also high. Gas started going down in late 2014 under Obama a… https://t.co/7K89Jw1d2v"
2021-12-03 6:46:17,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:46:13,"RT @dilanpcook: questions for those blaming voters
1. why didn’t Dems codify Roe when they had a supermajority in 09-10 after Obama ran on…"
2021-12-03 6:46:11,"Freaking Sarah Palin started the ""Real America"" crap when President Obama was running for President.  What do you t… https://t.co/M4Y2rAYGsC"
2021-12-03 6:45:58,@mitdont @HarryTHop Not true. GOP weaponized the filibuster to sink Obama appointees in ways that the minority hist… https://t.co/iVkRbyOlhU
2021-12-03 6:45:53,RT @DominofromAZ: @KariLake's husband made one donation to @Obama &amp; now @KariLake is guilt by association of being a @JoeBiden supporter.…
2021-12-03 6:45:38,"RT @calebmaupin: The same celebrities who got shrill &amp; full of performative rage over Jussie Smollete’s fake hate crime....

...were silent…"
2021-12-03 6:45:18,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:45:06,"And how many books did Obama sell?

Lol https://t.co/SIrrP8KinL"
2021-12-03 6:45:06,I was showering during the storm tonight and the light started flickering violently so I peeked out from the curtai… https://t.co/s2haDjKQc5
2021-12-03 6:44:53,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:44:50,The Russian government hacked into emails Hillary Clinton Donald Trump said Russia if you're listening I trust Puti… https://t.co/KVIx7ggUgM
2021-12-03 6:44:41,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:44:41,"They want you to believe the Bill Clinton Coalition is dead 

They want you to believe the Obama Coalition is dead… https://t.co/kLUi8Pm3l8"
2021-12-03 6:44:40,@master_deli Anyone who actually believes that bullshit simply wasn’t paying attention. McConnell hasn’t been shy a… https://t.co/dkxyNKtNFL
2021-12-03 6:44:38,"RT @KREckertWrites: If you're mad at President Obama for not pushing RBG to retire, delete your damn account.

A president putting that kin…"
2021-12-03 6:44:37,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:44:36,"RT @KierkeStruck: The Bush years made people forget Gingrich. Obama euphoria blinded many, even experienced hands.

People didn’t sense the…"
2021-12-03 6:44:35,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:44:32,"RT @Tea_Leigh_20: @DonaldJTrumpJr ""Former President Barack Obama’s “A Promised Land” sold nearly 890,000 copies in the U.S. and Canada in i…"
2021-12-03 6:44:09,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:44:03,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:44:02,(Jojo's Bizzare Adventure)'Obama Oh my god!' - Sparta Mix SE
2021-12-03 6:43:49,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:43:48,"Believe me, vegetables are the greatest threat in the USA to the people. Obama claims CRAZY ""corruption"" is worse. Hoax!"
2021-12-03 6:43:45,Nice that obama found a publisher for his DS9 fan fic.
2021-12-03 6:43:41,@iMajorWish @boomgoesthecan1 @ewarren I agree. And he did too https://t.co/cBQbSjtnUJ
2021-12-03 6:43:39,@jimstewartson More Bernie voters voted for Hillary in 2016 than Hillary voters for Obama in 2008. Susan Sarandon d… https://t.co/eJhYWTxbnq
2021-12-03 6:43:32,@VadimPutin4 @_flame715 @spccohen @MailOnline Ikr I'm appaulled how OBAMA would pay schools to not red flag bad beh… https://t.co/GrX066KI86
2021-12-03 6:43:31,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:43:17,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:43:04,"RT @KREckertWrites: If you're mad at President Obama for not pushing RBG to retire, delete your damn account.

A president putting that kin…"
2021-12-03 6:42:59,im willing to bet that obama has laughed at a meme at least once
2021-12-03 6:42:59,"@dancingyakhotm1 @StephenKing Note, the PC racists ignore Obama’s legacy of slavery in Libya of black Africans by A… https://t.co/Ded5cXd30g"
2021-12-03 6:42:56,@RepTenney This one is on Obama.
2021-12-03 6:42:54,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:42:30,RT @johncarlbaker: Seems undeniable to me that the real opportunity to reform what passes for American democracy was the early months of th…
2021-12-03 6:42:29,"RT @calebmaupin: The same celebrities who got shrill &amp; full of performative rage over Jussie Smollete’s fake hate crime....

...were silent…"
2021-12-03 6:42:27,"RT @icaito: @rothschildmd The “yikes” part is that by 2014, Carlson had spent over half a decade absolutely shitting on Obama, on prime tim…"
2021-12-03 6:42:11,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:42:08,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:42:01,"RT @ALEXNEWMAN_JOU: When I warned of this insane assault on freedom 6+ years ago people said it'd never happen. Here we are! In 2015: ""Stop…"
2021-12-03 6:41:50,"RT @dilanpcook: questions for those blaming voters
1. why didn’t Dems codify Roe when they had a supermajority in 09-10 after Obama ran on…"
2021-12-03 6:41:46,"RT @cchukudebelu: Jack Dorsey (@Jack), has done more to advance the cause of freedom of expression, democracy and human rights in Nigeria o…"
2021-12-03 6:41:43,RT @ggreenwald: The reason I quickly built a large readership when I began writing about politics in 2005 was so many Dems loved my work de…
2021-12-03 6:41:32,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:41:31,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:41:26,"@RepBoebert GQP worse than Tea Party. 

Remember the Obama healthcare grandma death camps?"
2021-12-03 6:41:23,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:41:19,"RT @ggreenwald: Having lived through the Bush-to-Obama handoff, 2 things were obvious once Biden won:

1) He would continue most of Trump's…"
2021-12-03 6:41:19,Can you imagine if obama loved #bots! so good 🌸 #twittertruth
2021-12-03 6:41:10,"@RosaL100 @kthalps Why's that?

Would the GOP senate suddenly give her a nominee? Like they did with Obama? Lol.

W… https://t.co/9S4kmcC1pL"
2021-12-03 6:40:51,"RT @AntheaButler: I know it's hard for the Obama stans to hear that he did have an option with Merrick Garland, but let me be petty and rem…"
2021-12-03 6:40:42,RT @COdendahl: Obama‘s video message to Angela #Merkel. https://t.co/MHzbdwDNzp
2021-12-03 6:40:41,@L0L0_MAC @SeanSmithCeleb ? What would be bad enough to make William betray his own brother? Maybe a affair with Ro… https://t.co/yPmupRDd7T
2021-12-03 6:40:40,"RT @thekc23: @SxarletRed Because they did this.

https://t.co/sx3xVpHzq7"
2021-12-03 6:40:38,"Murph, two words, Barack, Obama"
2021-12-03 6:40:31,"RT @Saintsfan5348: @B52Malmet In 2016, a white, male, trump voter told me:

 President Obama gave too many rights to women, POC, and LGBTQ.…"
2021-12-03 6:40:31,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:40:31,"RT @JediofGallifrey: Speaking of 2016, remember that time barack obama let mitch mcconnell stonewall his supreme court pick until the end o…"
2021-12-03 6:40:26,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:40:18,RT @Tripolar_B: I still don’t understand why Obama did Flint like that lmaooo
2021-12-03 6:40:00,From a smashed Mike Pence to a fun Michelle Obama: Don't count your chickens before they are hatched. -  The Crafty Hydra
2021-12-03 6:39:52,"RT @gwensnyderPHL: Except, it's entirely possible that RGB planned to resign towards the end of Obama's term, then changed her mind after t…"
2021-12-03 6:39:46,Just a few more semesters until I receive my bachelors degree. It’s 100% free thanks to Obama and the second chance… https://t.co/8dzxgXXN9v
2021-12-03 6:39:45,RT @VariantTiresias: @dpakman If Obama had kept his promise in 2008 it would be enshrined in law right now. Change my mind. https://t.co/Z6…
2021-12-03 6:39:45,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:39:44,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:39:40,"@Opresii @Ccrypto_Gh Do you know what any of the prominent foreign leaders(Obama, queen lizbert et al) would have t… https://t.co/RETTdCxdd5"
2021-12-03 6:39:34,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:39:29,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:39:03,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:38:56,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:38:51,@CricCrazyJohns Oh i thought it was barrack Obama &amp; Vladimir Putin😀
2021-12-03 6:38:45,"RT @rozemaven20: @MaryAnnAhernNBC @BarackObama I never expected the Obama's to return to Chicago to live, not after experiencing the White…"
2021-12-03 6:38:41,"when Michelle Obama asked Dave Letterman if he drinks the RDA of water (12 glasses or whatever/day), he paused and… https://t.co/2NHrfpLGCC"
2021-12-03 6:38:39,RT @daveweigel: If Ginsburg retired any time between 2009 and 2014 there was nothing McConnell could have done to stop Obama's replacement…
2021-12-03 6:38:36,"RT @spectatorindex: US Presidents since Angela Merkel became Chancellor of Germany:

- George W. Bush
- Barack Obama
- Donald Trump
- Joe B…"
2021-12-03 6:38:35,@kenolin1 I remember her. She did the same thing for Clinton and Obama.
2021-12-03 6:38:27,"RT @ramsincanon: People forget that those Obama hundred days were a blank check. Popular rage was near unanimous. His mandate was immense,…"
2021-12-03 6:38:26,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:38:16,"RT @KREckertWrites: If you're mad at President Obama for not pushing RBG to retire, delete your damn account.

A president putting that kin…"
2021-12-03 6:38:14,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:38:07,RT @itsJeffTiedrich: remember during the Benghazi investigations when Obama blocked access to documents and Hillary invoked the fifth amend…
2021-12-03 6:38:07,"RT @Futurical: Obama won a Nobel prize, attacked another country (Libya), called it a mistake, and life moved on. PM of Ethiopia won a Nobe…"
2021-12-03 6:38:06,"@KKTV11News How many Obama, Clinton, Bush, Biden lawyers gotta do this?"
